year	date	species	pop	subpop	patch	pollen	stage	ASD	GAD	GSDl	GSDc	GSDr	GW	GHl	GHr	UBL	UBW	LBL	LBW	resincollected	GA	UBA	GSD
2015	12.12.2015	D	D2	D2	1	0	2	10.81	11.04	4.08	7.22	4.52	8.86	6.69	6.52	47.57	33.33	47.21	38.7	1	58.52	1585.51	5.27
2015	12.12.2015	T	T4	Londres	5	175	2	6.6	12.04	13.15	13.5	13.29	9.82	4.17	4.17	30.75	33.97	31.12	31.54	1	40.95	1044.58	13.31
2015	12.12.2015	T	T4	Londres	5	18	1	3.61	10.89	10.87	10.83	10.68	9.83	4.42	4.45	30.17	31.06	30.61	30.55	1	43.6	937.08	10.79
2015	12.12.2015	T	T4	Londres	5	40	2	4.08	12.91	12.3	12.55	13	10.2	4.46	4.55	33.65	38.05	34.14	34.16	0	45.95	1280.38	12.62
2015	12.12.2015	T	T4	Londres	5	150	3	1.95	11.64	12.73	12.38	11.13	9.2	4.12	4.19	36.9	37.71	35.3	36.69	0	38.23	1391.5	12.08
2015	12.12.2015	T	T4	Londres	5	75	2	4.42	12.03	11.87	13.62	11.67	10.44	4.2	4.21	31.18	35.77	31.7	34.09	0	43.9	1115.31	12.39
2015	12.12.2015	T	T4	Londres	5	35	1	0	11.43	9.88	13.97	9.94	9.2	3.8	3.75	29.47	30.69	29.93	28.92	0	34.73	904.43	11.26
2015	12.12.2015	T	T4	T4	15	15	1	NA	12.12	NA	NA	NA	10.03	4.16	4.41	38.64	39.44	42.63	40.18	0	42.98	1523.96	NA
2015	12.12.2015	T	T4	T4	15	8	2	NA	12.56	NA	NA	NA	10.93	4.66	4.91	40.55	44.54	40.61	42.31	0	52.3	1806.1	NA
2015	12.12.2015	T	T4	T4	15	30	NA	NA	11.23	NA	NA	NA	10.6	4.68	4.8	36.39	41.23	38.34	40.67	0	50.24	1500.36	NA
2015	12.12.2015	S	S30	S30	4	NA	10	NA	NA	NA	NA	NA	5.1	2.18	2.19	11.34	12.11	NA	NA	NA	11.14	137.33	NA
2015	12.12.2015	S	S30	S30	4	NA	10	NA	NA	NA	NA	NA	4.36	1.76	2.04	11.61	11.4	NA	NA	NA	8.28	132.35	NA
2015	12.12.2015	S	S30	S30	4	NA	1	3.52	2.54	2.69	2.85	2.5	3.13	1.25	1.42	6.99	6.44	NA	NA	NA	4.18	45.02	2.68
2015	12.12.2015	S	S30	S30	4	NA	8	NA	NA	2.6	2.19	2.12	4.41	1.69	1.91	9.75	8.64	NA	NA	NA	7.94	84.24	2.3
2015	12.12.2015	S	S30	S30	4	NA	10	NA	NA	2.97	3.35	2.54	4.16	1.68	1.69	12.09	11.28	NA	NA	NA	7.01	136.38	2.95
2015	12.12.2015	S	S30	S30	4	NA	1	2.4	3.35	2.34	3.38	2.86	4.64	1.72	1.86	10.81	11.11	NA	NA	NA	8.31	120.1	2.86
2015	12.12.2015	S	S30	S30	4	NA	1	2.39	2.7	2.33	3.06	2.4	4.9	1.42	1.41	10	10.73	NA	NA	NA	6.93	107.3	2.6
2015	12.12.2015	S	S30	S30	4	NA	NA	2.93	2.86	2.22	3.08	NA	NA	NA	NA	10.76	11.44	NA	NA	NA	NA	123.09	2.65
2015	13.12.2015	T	T4	T4	17	1	1	3.86	11.01	12.23	14.31	13.1	9.99	4.23	4.14	32.19	36.68	34.78	36.18	0	41.81	1180.73	13.21
2015	13.12.2015	T	T4	T4	17	1	2	4.33	11.59	13.51	NA	13.69	9.67	4.35	4.1	28.6	33.4	32.91	32.81	0	40.86	955.24	13.6
2015	13.12.2015	T	T4	T4	17	40	2	2.23	11.05	13.44	15.14	14.81	10.07	4.15	4.11	35.74	38.38	34.49	37.56	0	41.59	1371.7	14.46
2015	13.12.2015	T	T4	T4	17	110	1	1.41	10.77	12.67	13.61	13.65	10.19	4.12	4.31	28.26	34.01	32.01	33.74	0	42.95	961.12	13.31
2015	13.12.2015	S	S30	S30	5	90	3	2.01	3.54	3.35	3.25	2.89	4.82	1.86	1.84	13.54	12.91	NA	NA	0	8.92	174.8	3.16
2015	13.12.2015	S	S30	S30	5	120	10	0.51	4.17	4.26	4.53	4.04	4.72	1.84	1.7	15.44	15.82	NA	NA	1	8.35	244.26	4.28
2015	13.12.2015	S	S30	S30	5	8	4	2.51	4.33	3.93	3.95	3.34	5.51	1.79	1.8	11.07	11.1	NA	NA	0	9.89	122.88	3.74
2015	13.12.2015	S	S30	S30	5	80	4	1.97	4.16	3.34	3.98	3.68	5.18	1.88	1.64	13.78	13.42	NA	NA	1	9.12	184.93	3.67
2015	13.12.2015	T	T4	T4	17	0	1	1.55	9.22	12.09	13.21	10.73	8.52	3.46	3.25	29.12	32.44	33.68	35.64	0	28.58	944.65	12.01
2015	13.12.2015	S	S30	S30	6	17	5	2.71	4.35	3.8	4.22	3.83	6.1	2.48	2.47	14.17	16.13	NA	NA	0	15.1	228.56	3.95
2015	13.12.2015	S	S30	S30	6	85	3	1.02	3.54	3.8	4.48	4.3	5.65	2.14	2.57	15.39	14.86	NA	NA	0	13.31	228.7	4.19
2015	13.12.2015	T	T4	T4	21	35	1	4.54	10.57	8.3	9.82	9.28	7.44	3.63	3.73	29.45	29.12	27.75	26.79	0	27.38	857.58	9.13
2015	13.12.2015	T	T4	T4	3	60	3	2.72	11.98	12.9	17.16	13.55	10.7	4.18	4.47	33.98	40.57	35.43	39.79	0	46.28	1378.57	14.54
2015	13.12.2015	T	T4	T4	17	40	1	3.22	11.15	13.8	12.42	12.2	10.34	4.61	4.48	32.42	33.81	33.82	34.31	0	47	1096.12	12.81
2015	13.12.2015	T	T4	T4	17	1	1	1.86	9.4	12.18	13.43	11.23	9.28	3.99	4.08	25.55	28.89	31.16	32.45	0	37.44	738.14	12.28
2015	13.12.2015	T	T4	T4	17	0	1	3.84	10.42	NA	10.79	7.82	9.54	4.4	4.08	29.56	30.37	32.43	30.76	0	40.45	897.74	9.31
2014	01.12.2014	W	W5	W5	NA	NA	3	2.59	8.03	NA	11.86	NA	6.25	3.31	3.88	28.83	30.74	36.16	34.67	NA	22.47	886.23	11.86
2014	01.12.2014	W	W5	W5	NA	NA	4	3.88	6.81	NA	9.88	NA	7.14	4.25	4.31	25.12	24.91	31.01	29.83	NA	30.56	625.74	9.88
2014	01.12.2014	W	W5	W5	NA	NA	8	6.11	4.69	NA	NA	NA	7.23	4.22	5	44.69	43.95	51.09	47.1	NA	33.33	1964.13	NA
2014	01.12.2014	W	W5	W5	NA	NA	8	4.46	5.73	NA	9.82	NA	5.68	3.71	4.11	33.06	30.31	39.38	34.33	NA	22.21	1002.05	9.82
2014	01.12.2014	W	W5	W5	NA	NA	9	5.06	5.39	NA	9.92	NA	6.36	4.47	4.32	36.01	29.01	40.78	36.63	NA	27.95	1044.65	9.92
2014	01.12.2014	W	W5	W5	NA	NA	1	5.33	2.88	NA	8.5	NA	5.98	3.47	3.52	24.72	23.03	29.63	25.18	NA	20.9	569.3	8.5
2014	01.12.2014	W	W5	W5	NA	NA	9	2.71	4.61	NA	8.89	NA	6.17	3.68	3.96	32.22	28.69	36.44	32.43	NA	23.57	924.39	8.89
2014	01.12.2014	W	W5	W5	NA	NA	3	NA	NA	NA	10.54	NA	6.93	4.69	4.68	35.54	32.97	45.49	38.83	NA	32.47	1171.75	10.54
2014	28.10.2014	H	H3	H3	4	45	3	NA	NA	NA	4.2	NA	5.71	1.9	2.15	21.52	25.24	21.49	26.37	1	11.56	543.16	4.2
2014	01.11.2014	H	H5	H5	1	NA	1	2.58	5.15	NA	4.75	NA	6.51	2.14	2.02	22.5	27.05	22.85	25.87	NA	13.54	608.63	4.75
2014	02.11.2014	H	H6	H6	NA	NA	2	1.37	3.39	NA	5.16	NA	4.9	2.03	1.94	14.52	15.11	16.41	15.07	NA	9.73	219.4	5.16
2014	02.11.2014	H	H6	H6	NA	NA	1	2.27	3.03	NA	4.08	NA	4.21	1.96	1.93	11.32	10.95	11.65	10.26	NA	8.19	123.95	4.08
2014	02.11.2014	H	H6	H6	NA	0	1	1.09	3.47	NA	4.47	NA	4.54	1.98	1.83	13.93	13.32	15.5	13.2	0	8.65	185.55	4.47
2014	03.11.2014	O	O6	O7	1	0	1	NA	5.4	NA	NA	NA	6.55	2.73	2.93	18.94	18.07	19.57	15.87	0	18.54	342.25	NA
2015	13.12.2015	S	S30	S30	11	0	1	3.49	4.02	2.76	3.4	2.07	5.33	1.78	1.65	8.86	9.33	NA	NA	0	9.14	82.66	2.74
2015	13.12.2015	S	S30	S30	11	30	2	1.02	4.1	3.24	3.37	2.95	5.51	1.79	1.94	10.86	11.06	NA	NA	0	10.28	120.11	3.19
2015	13.12.2015	T	T3	T3	1	NA	9	NA	8.05	NA	NA	NA	10.59	4.63	4.32	45.54	52.42	44.05	49.56	0	47.39	2387.21	NA
2015	13.12.2015	T	T3	T3	1	NA	3	2.86	11	13.69	15.3	11.47	10.37	4.94	4.96	42.4	50.93	44.95	49.3	0	51.33	2159.43	13.49
2015	13.12.2015	T	T3	T3	1	NA	1	4.14	9.45	11.41	13.73	11.63	10.37	5.01	4.99	35.79	44.99	37.88	44.05	0	51.85	1610.19	12.26
2015	13.12.2015	T	T3	T3	1	NA	1	0.72	9.17	10.73	13.41	12.07	10.02	4.61	4.68	33.63	39.41	33.01	36.13	0	46.54	1325.36	12.07
2015	13.12.2015	T	T3	T3	2	NA	6	NA	10.11	NA	NA	NA	8.49	4.57	4.62	38.75	38.39	38.94	36.52	0	39.01	1487.61	NA
2015	13.12.2015	T	T3	T3	3	NA	3	NA	NA	16.47	14.66	12.06	9.79	4.6	4.43	40.42	46.19	41.41	44.49	0	44.2	1867	14.4
2015	13.12.2015	T	T3	T3	3	NA	1	0.66	11.59	12.72	15.85	11.85	9.97	4.5	4.41	38.05	42.24	40.82	41.34	0	44.42	1607.23	13.47
2015	13.12.2015	T	T3	T3	3	NA	1	2.14	9.47	8.07	11.68	11.06	8.58	4.4	4.37	3.76	31.08	31.49	30.84	1	37.62	116.86	10.27
2015	13.12.2015	T	T3	T3	3	NA	5	NA	NA	NA	NA	NA	9.78	4.7	4.76	44.1	49.43	45.77	45.81	0	46.26	2179.86	NA
